zip,state,county,lat,lng
60407,IL,Grundy County,41.22,-88.26
60416,IL,Grundy County,41.28,-88.27
60420,IL,Livingston County,41.09,-88.42
60424,IL,Grundy County,41.18,-88.31
60437,IL,Grundy County,41.19,-88.56
60444,IL,Grundy County,41.23,-88.42
60447,IL,Grundy County,41.44,-88.25
60450,IL,Grundy County,41.36,-88.42
60460,IL,Livingston County,41,-88.52
60474,IL,Grundy County,41.17,-88.27
60479,IL,Grundy County,41.21,-88.5
60920,IL,Livingston County,41.02,-88.3
60921,IL,Livingston County,40.75,-88.29
60929,IL,Livingston County,40.87,-88.26
60934,IL,Livingston County,40.97,-88.35
61008,IL,Boone County,42.25,-88.84
61011,IL,Boone County,42.4,-88.9
61012,IL,Boone County,42.39,-88.74
61014,IL,Carroll County,42.01,-89.88
61038,IL,Boone County,42.25,-88.73
61046,IL,Carroll County,42.1,-89.83
61051,IL,Carroll County,41.96,-89.77
61053,IL,Carroll County,42.09,-89.97
61065,IL,Boone County,42.36,-88.82
61074,IL,Carroll County,42.09,-90.13
61078,IL,Carroll County,42.15,-89.74
61231,IL,Mercer County,41.19,-90.74
61233,IL,Henry County,41.29,-90.29
61234,IL,Henry County,41.39,-89.9
61235,IL,Henry County,41.41,-90.01
61238,IL,Henry County,41.3,-90.19
61241,IL,Henry County,41.47,-90.34
61254,IL,Henry County,41.44,-90.15
61258,IL,Henry County,41.52,-89.91
61260,IL,Mercer County,41.19,-90.87
61262,IL,Henry County,41.3,-90.35
61263,IL,Mercer County,41.25,-90.6
61272,IL,Mercer County,41.16,-91
61273,IL,Henry County,41.35,-90.37
61274,IL,Henry County,41.35,-90.28
61276,IL,Mercer County,41.31,-90.58
61279,IL,Mercer County,41.33,-90.67
61281,IL,Mercer County,41.31,-90.5
61285,IL,Carroll County,41.95,-90.1
61311,IL,Livingston County,41.05,-88.76
61313,IL,Livingston County,41.06,-88.64
61319,IL,Livingston County,40.99,-88.72
61326,IL,Putnam County,41.26,-89.22
61327,IL,Putnam County,41.25,-89.31
61333,IL,Livingston County,41,-88.89
61335,IL,Putnam County,41.17,-89.2
61336,IL,Putnam County,41.11,-89.19
61340,IL,Putnam County,41.26,-89.24
61363,IL,Putnam County,41.25,-89.18
61401,IL,Knox County,40.95,-90.37
61402,IL,Knox County,40.95,-90.37
61410,IL,Knox County,40.8,-90.4
61412,IL,Warren County,41.06,-90.55
61412,IL,Warren County,41.06,-90.55
61413,IL,Henry County,41.19,-90.38
61414,IL,Knox County,41.11,-90.16
61415,IL,Warren County,40.66,-90.43
61415,IL,Warren County,40.66,-90.43
61417,IL,Warren County,40.8,-90.53
61417,IL,Warren County,40.8,-90.53
61419,IL,Henry County,41.19,-90.11
61423,IL,Warren County,40.88,-90.51
61423,IL,Warren County,40.88,-90.51
61428,IL,Knox County,40.95,-90.1
61430,IL,Knox County,40.94,-90.31
61434,IL,Henry County,41.16,-90.03
61435,IL,Warren County,40.98,-90.6
61435,IL,Warren County,40.98,-90.6
61436,IL,Knox County,40.86,-90.2
61439,IL,Knox County,41.02,-90.35
61442,IL,Mercer County,41.1,-90.93
61443,IL,Henry County,41.24,-89.92
61447,IL,Warren County,40.86,-90.74
61447,IL,Warren County,40.86,-90.74
61448,IL,Knox County,40.9,-90.28
61452,IL,Schuyler County,40.23,-90.62
61453,IL,Warren County,41.01,-90.74
61453,IL,Warren County,41.01,-90.74
61458,IL,Knox County,40.79,-90.16
61462,IL,Warren County,40.91,-90.64
61462,IL,Warren County,40.91,-90.64
61465,IL,Mercer County,41.2,-90.45
61466,IL,Mercer County,41.09,-90.47
61467,IL,Knox County,41.07,-90.22
61468,IL,Henry County,41.28,-90.33
61472,IL,Knox County,41.1,-90.39
61473,IL,Warren County,40.73,-90.66
61473,IL,Warren County,40.73,-90.66
61474,IL,Knox County,40.71,-90.4
61476,IL,Mercer County,41.1,-90.79
61478,IL,Warren County,40.8,-90.78
61478,IL,Warren County,40.8,-90.78
61485,IL,Knox County,41.03,-90.09
61486,IL,Mercer County,41.2,-90.58
61488,IL,Knox County,41.02,-90.27
61489,IL,Knox County,40.92,-90.01
61490,IL,Henry County,41.17,-90.32
61560,IL,Putnam County,41.18,-89.4
61572,IL,Knox County,40.77,-90.01
61739,IL,Livingston County,40.74,-88.51
61740,IL,Livingston County,40.87,-88.86
61741,IL,Livingston County,40.75,-88.4
61743,IL,Livingston County,40.9,-88.75
61756,IL,Macon County,40.03,-88.95
61764,IL,Livingston County,40.87,-88.64
61769,IL,Livingston County,40.89,-88.4
61775,IL,Livingston County,40.65,-88.39
61910,IL,Douglas County,39.68,-88.3
61911,IL,Douglas County,39.71,-88.46
61913,IL,Douglas County,39.79,-88.46
61919,IL,Douglas County,39.79,-88.16
61930,IL,Douglas County,39.68,-88.13
61941,IL,Douglas County,39.8,-88.08
61942,IL,Douglas County,39.79,-87.98
61953,IL,Douglas County,39.79,-88.28
61956,IL,Douglas County,39.86,-88.15
61957,IL,Shelby County,39.43,-88.59
62001,IL,Madison County,38.88,-89.73
62001,IL,Madison County,38.88,-89.73
62002,IL,Madison County,38.9,-90.15
62002,IL,Madison County,38.9,-90.15
62006,IL,Calhoun County,39.03,-90.65
62009,IL,Macoupin County,39.09,-89.8
62010,IL,Madison County,38.9,-90.04
62010,IL,Madison County,38.9,-90.04
62012,IL,Jersey County,39.04,-90.13
62013,IL,Calhoun County,38.95,-90.58
62014,IL,Macoupin County,39.04,-89.95
62015,IL,Montgomery County,39.19,-89.53
62016,IL,Greene County,39.29,-90.41
62017,IL,Montgomery County,39.08,-89.39
62018,IL,Madison County,38.91,-90.08
62018,IL,Madison County,38.91,-90.08
62019,IL,Bond County,39.03,-89.47
62021,IL,Madison County,38.97,-89.99
62021,IL,Madison County,38.97,-89.99
62022,IL,Jersey County,39.04,-90.31
62023,IL,Macoupin County,39.11,-89.78
62024,IL,Madison County,38.88,-90.1
62024,IL,Madison County,38.88,-90.1
62025,IL,Madison County,38.8,-89.96
62025,IL,Madison County,38.8,-89.96
62026,IL,Madison County,38.8,-89.96
62026,IL,Madison County,38.8,-89.96
62027,IL,Greene County,39.28,-90.55
62028,IL,Jersey County,38.95,-90.35
62030,IL,Jersey County,39.15,-90.16
62031,IL,Jersey County,39.1,-90.49
62032,IL,Montgomery County,39.11,-89.27
62033,IL,Macoupin County,39.12,-89.81
62034,IL,Madison County,38.76,-89.97
62034,IL,Madison County,38.76,-89.97
62035,IL,Madison County,38.96,-90.18
62035,IL,Madison County,38.96,-90.18
62036,IL,Calhoun County,38.89,-90.57
62037,IL,Jersey County,38.97,-90.42
62040,IL,Madison County,38.71,-90.12
62040,IL,Madison County,38.71,-90.12
62044,IL,Greene County,39.34,-90.2
62045,IL,Calhoun County,39.23,-90.71
62046,IL,Madison County,38.88,-89.84
62046,IL,Madison County,38.88,-89.84
62047,IL,Calhoun County,39.15,-90.62
62048,IL,Madison County,38.82,-90.09
62048,IL,Madison County,38.82,-90.09
62049,IL,Montgomery County,39.16,-89.48
62050,IL,Greene County,39.44,-90.53
62051,IL,Montgomery County,39.2,-89.4
62052,IL,Jersey County,39.11,-90.32
62053,IL,Calhoun County,39.3,-90.62
62054,IL,Greene County,39.19,-90.35
62056,IL,Montgomery County,39.17,-89.65
62058,IL,Madison County,38.96,-89.76
62058,IL,Madison County,38.96,-89.76
62060,IL,Madison County,38.67,-90.15
62060,IL,Madison County,38.67,-90.15
62061,IL,Madison County,38.78,-89.77
62061,IL,Madison County,38.78,-89.77
62062,IL,Madison County,38.72,-89.96
62062,IL,Madison County,38.72,-89.96
62063,IL,Macoupin County,39.17,-90.14
62065,IL,Calhoun County,39.23,-90.62
62067,IL,Madison County,38.95,-89.99
62067,IL,Madison County,38.95,-89.99
62069,IL,Macoupin County,39.07,-89.72
62070,IL,Calhoun County,39.29,-90.75
62074,IL,Madison County,38.97,-89.66
62074,IL,Madison County,38.97,-89.66
62075,IL,Montgomery County,39.3,-89.28
62076,IL,Montgomery County,39.34,-89.21
62077,IL,Montgomery County,39.02,-89.52
62078,IL,Greene County,39.48,-90.48
62079,IL,Macoupin County,39.11,-90.12
62081,IL,Greene County,39.27,-90.2
62082,IL,Greene County,39.48,-90.37
62083,IL,Christian County,39.39,-89.19
62084,IL,Madison County,38.83,-90.05
62084,IL,Madison County,38.83,-90.05
62085,IL,Macoupin County,39.07,-89.8
62086,IL,Bond County,39,-89.57
62087,IL,Madison County,38.82,-90.05
62087,IL,Madison County,38.82,-90.05
62088,IL,Macoupin County,39.01,-89.78
62089,IL,Montgomery County,39.13,-89.49
62090,IL,Madison County,38.67,-90.16
62090,IL,Madison County,38.67,-90.16
62091,IL,Montgomery County,39.06,-89.61
62092,IL,Greene County,39.43,-90.4
62093,IL,Macoupin County,39.06,-89.85
62094,IL,Montgomery County,39.25,-89.34
62095,IL,Madison County,38.86,-90.08
62095,IL,Madison County,38.86,-90.08
62097,IL,Madison County,38.93,-89.83
62097,IL,Madison County,38.93,-89.83
62098,IL,Greene County,39.37,-90.29
62201,IL,St Clair County,38.61,-90.13
62201,IL,St Clair County,38.61,-90.13
62203,IL,St Clair County,38.61,-90.13
62203,IL,St Clair County,38.61,-90.13
62204,IL,St Clair County,38.61,-90.13
62204,IL,St Clair County,38.61,-90.13
62205,IL,St Clair County,38.61,-90.13
62205,IL,St Clair County,38.61,-90.13
62206,IL,St Clair County,38.61,-90.13
62206,IL,St Clair County,38.61,-90.13
62207,IL,St Clair County,38.61,-90.13
62207,IL,St Clair County,38.61,-90.13
62208,IL,St Clair County,38.59,-90
62208,IL,St Clair County,38.59,-90
62214,IL,Washington County,38.39,-89.48
62214,IL,Washington County,38.39,-89.48
62215,IL,Clinton County,38.54,-89.61
62215,IL,Clinton County,38.54,-89.61
62215,IL,Clinton County,38.54,-89.61
62216,IL,Clinton County,38.6,-89.6
62216,IL,Clinton County,38.6,-89.6
62216,IL,Clinton County,38.6,-89.6
62217,IL,Randolph County,38.18,-89.84
62218,IL,Clinton County,38.53,-89.46
62218,IL,Clinton County,38.53,-89.46
62218,IL,Clinton County,38.53,-89.46
62219,IL,Clinton County,38.6,-89.43
62219,IL,Clinton County,38.6,-89.43
62219,IL,Clinton County,38.6,-89.43
62220,IL,St Clair County,38.53,-90
62220,IL,St Clair County,38.53,-90
62221,IL,St Clair County,38.53,-90
62221,IL,St Clair County,38.53,-90
62223,IL,St Clair County,38.53,-90
62223,IL,St Clair County,38.53,-90
62225,IL,St Clair County,38.54,-89.85
62225,IL,St Clair County,38.54,-89.85
62226,IL,St Clair County,38.53,-90
62226,IL,St Clair County,38.53,-90
62230,IL,Clinton County,38.61,-89.52
62230,IL,Clinton County,38.61,-89.52
62230,IL,Clinton County,38.61,-89.52
62231,IL,Clinton County,38.61,-89.37
62231,IL,Clinton County,38.61,-89.37
62231,IL,Clinton County,38.61,-89.37
62232,IL,St Clair County,38.63,-90.03
62232,IL,St Clair County,38.63,-90.03
62233,IL,Randolph County,37.91,-89.82
62234,IL,Madison County,38.67,-89.99
62234,IL,Madison County,38.67,-89.99
62236,IL,Monroe County,38.45,-90.22
62236,IL,Monroe County,38.45,-90.22
62237,IL,Perry County,38.18,-89.6
62238,IL,Perry County,38.03,-89.56
62239,IL,St Clair County,38.51,-90.2
62239,IL,St Clair County,38.51,-90.2
62240,IL,St Clair County,38.53,-90.23
62240,IL,St Clair County,38.53,-90.23
62241,IL,Randolph County,38,-89.9
62242,IL,Randolph County,38.08,-89.93
62243,IL,St Clair County,38.42,-89.9
62243,IL,St Clair County,38.42,-89.9
62244,IL,Monroe County,38.16,-90.21
62244,IL,Monroe County,38.16,-90.21
62245,IL,Clinton County,38.55,-89.53
62245,IL,Clinton County,38.55,-89.53
62245,IL,Clinton County,38.55,-89.53
62246,IL,Bond County,38.88,-89.4
62248,IL,Monroe County,38.3,-89.99
62248,IL,Monroe County,38.3,-89.99
62249,IL,Madison County,38.73,-89.69
62249,IL,Madison County,38.73,-89.69
62250,IL,Clinton County,38.53,-89.26
62250,IL,Clinton County,38.53,-89.26
62250,IL,Clinton County,38.53,-89.26
62252,IL,Clinton County,38.6,-89.29
62252,IL,Clinton County,38.6,-89.29
62252,IL,Clinton County,38.6,-89.29
62253,IL,Bond County,38.74,-89.27
62254,IL,St Clair County,38.6,-89.81
62254,IL,St Clair County,38.6,-89.81
62255,IL,St Clair County,38.28,-89.81
62255,IL,St Clair County,38.28,-89.81
62256,IL,Monroe County,38.22,-90.23
62256,IL,Monroe County,38.22,-90.23
62257,IL,St Clair County,38.25,-89.75
62257,IL,St Clair County,38.25,-89.75
62258,IL,St Clair County,38.5,-89.8
62258,IL,St Clair County,38.5,-89.8
62259,IL,Randolph County,37.94,-89.86
62260,IL,St Clair County,38.45,-90.09
62260,IL,St Clair County,38.45,-90.09
62261,IL,Randolph County,38.05,-90.03
62263,IL,Washington County,38.34,-89.37
62263,IL,Washington County,38.34,-89.37
62264,IL,St Clair County,38.31,-89.87
62264,IL,St Clair County,38.31,-89.87
62265,IL,Clinton County,38.53,-89.69
62265,IL,Clinton County,38.53,-89.69
62265,IL,Clinton County,38.53,-89.69
62266,IL,Clinton County,38.47,-89.67
62266,IL,Clinton County,38.47,-89.67
62266,IL,Clinton County,38.47,-89.67
62268,IL,Washington County,38.26,-89.5
62268,IL,Washington County,38.26,-89.5
62269,IL,St Clair County,38.59,-89.91
62269,IL,St Clair County,38.59,-89.91
62271,IL,Washington County,38.43,-89.54
62271,IL,Washington County,38.43,-89.54
62272,IL,Randolph County,38.01,-89.61
62273,IL,Bond County,38.77,-89.56
62274,IL,Perry County,38.07,-89.38
62275,IL,Bond County,38.82,-89.53
62277,IL,Randolph County,38.08,-90.09
62278,IL,Randolph County,38.21,-89.99
62279,IL,Monroe County,38.15,-90.13
62279,IL,Monroe County,38.15,-90.13
62280,IL,Randolph County,37.83,-89.69
62281,IL,Madison County,38.71,-89.76
62281,IL,Madison County,38.71,-89.76
62282,IL,St Clair County,38.36,-89.71
62282,IL,St Clair County,38.36,-89.71
62284,IL,Bond County,38.89,-89.34
62285,IL,St Clair County,38.4,-89.99
62285,IL,St Clair County,38.4,-89.99
62286,IL,Randolph County,38.15,-89.71
62288,IL,Randolph County,38,-89.66
62289,IL,St Clair County,38.59,-89.74
62289,IL,St Clair County,38.59,-89.74
62292,IL,Randolph County,38.21,-89.68
62293,IL,Clinton County,38.6,-89.68
62293,IL,Clinton County,38.6,-89.68
62293,IL,Clinton County,38.6,-89.68
62294,IL,Madison County,38.73,-89.89
62294,IL,Madison County,38.73,-89.89
62295,IL,Monroe County,38.3,-90.31
62295,IL,Monroe County,38.3,-90.31
62297,IL,Randolph County,38.08,-89.85
62298,IL,Monroe County,38.33,-90.15
62298,IL,Monroe County,38.33,-90.15
62312,IL,Pike County,39.69,-91.03
62314,IL,Pike County,39.72,-90.9
62319,IL,Schuyler County,40.15,-90.77
62323,IL,Pike County,39.81,-90.65
62340,IL,Pike County,39.7,-90.72
62343,IL,Pike County,39.7,-91.2
62344,IL,Schuyler County,40.18,-90.86
62345,IL,Pike County,39.7,-91.15
62352,IL,Pike County,39.56,-90.64
62355,IL,Pike County,39.44,-90.79
62356,IL,Pike County,39.63,-91.09
62357,IL,Pike County,39.7,-90.84
62361,IL,Pike County,39.45,-90.62
62362,IL,Pike County,39.78,-90.74
62363,IL,Pike County,39.61,-90.8
62366,IL,Pike County,39.44,-90.87
62370,IL,Pike County,39.53,-91
62413,IL,Crawford County,39.15,-87.81
62417,IL,Lawrence County,38.71,-87.75
62420,IL,Clark County,39.3,-87.98
62422,IL,Shelby County,39.24,-88.85
62423,IL,Clark County,39.46,-87.58
62426,IL,Clay County,38.92,-88.66
62426,IL,Clay County,38.92,-88.66
62427,IL,Crawford County,38.9,-87.67
62431,IL,Shelby County,39.21,-88.98
62432,IL,Jasper County,39.15,-88.15
62433,IL,Crawford County,39.1,-87.66
62434,IL,Clay County,38.84,-88.31
62434,IL,Clay County,38.84,-88.31
62438,IL,Shelby County,39.32,-88.9
62439,IL,Lawrence County,38.72,-87.68
62441,IL,Clark County,39.39,-87.69
62442,IL,Clark County,39.33,-87.88
62444,IL,Shelby County,39.28,-88.63
62445,IL,Jasper County,39.16,-88.37
62446,IL,Wayne County,38.51,-88.23
62448,IL,Jasper County,38.98,-88.16
62449,IL,Crawford County,39,-87.9
62451,IL,Crawford County,39,-87.61
62454,IL,Crawford County,39,-87.74
62459,IL,Jasper County,38.93,-88.02
62460,IL,Lawrence County,38.59,-87.64
62463,IL,Shelby County,39.26,-88.62
62464,IL,Crawford County,38.99,-87.83
62465,IL,Shelby County,39.35,-88.62
62466,IL,Lawrence County,38.71,-87.86
62474,IL,Clark County,39.45,-87.99
62475,IL,Jasper County,38.86,-88.08
62477,IL,Clark County,39.21,-87.66
62478,IL,Clark County,39.17,-87.67
62479,IL,Jasper County,39.04,-88.31
62480,IL,Jasper County,38.99,-88.02
62481,IL,Jasper County,39.12,-88.02
62501,IL,Macon County,39.98,-88.81
62510,IL,Christian County,39.51,-89.04
62513,IL,Macon County,39.7,-89.11
62514,IL,Macon County,39.76,-89.05
62517,IL,Christian County,39.59,-89.42
62521,IL,Macon County,39.85,-88.93
62522,IL,Macon County,39.85,-88.93
62523,IL,Macon County,39.85,-88.93
62524,IL,Macon County,39.85,-88.93
62525,IL,Macon County,39.85,-88.93
62526,IL,Macon County,39.85,-88.93
62531,IL,Christian County,39.65,-89.38
62532,IL,Macon County,39.78,-88.95
62533,IL,Montgomery County,39.44,-89.65
62534,IL,Shelby County,39.52,-88.75
62535,IL,Macon County,39.92,-88.95
62537,IL,Macon County,39.84,-89.05
62538,IL,Christian County,39.35,-89.53
62540,IL,Christian County,39.58,-89.41
62544,IL,Macon County,39.7,-88.99
62546,IL,Christian County,39.42,-89.45
62547,IL,Christian County,39.76,-89.26
62549,IL,Macon County,39.77,-88.87
62550,IL,Shelby County,39.62,-89.01
62551,IL,Macon County,39.85,-89.16
62553,IL,Shelby County,39.28,-89.1
62554,IL,Macon County,39.93,-88.86
62555,IL,Christian County,39.48,-89.19
62556,IL,Christian County,39.45,-89.4
62557,IL,Christian County,39.38,-89.07
62560,IL,Montgomery County,39.32,-89.57
62565,IL,Shelby County,39.4,-88.8
62567,IL,Christian County,39.63,-89.19
62568,IL,Christian County,39.52,-89.26
62570,IL,Christian County,39.58,-89.44
62571,IL,Shelby County,39.38,-88.95
62572,IL,Montgomery County,39.37,-89.65
62573,IL,Macon County,39.93,-89.06
62601,IL,Morgan County,39.71,-90.05
62610,IL,Scott County,39.55,-90.43
62611,IL,Cass County,39.87,-90.37
62611,IL,Cass County,39.87,-90.37
62612,IL,Cass County,39.88,-90
62612,IL,Cass County,39.88,-90
62618,IL,Cass County,40,-90.41
62618,IL,Cass County,40,-90.41
62621,IL,Scott County,39.75,-90.53
62622,IL,Cass County,39.98,-90.37
62622,IL,Cass County,39.98,-90.37
62624,IL,Schuyler County,40.12,-90.37
62626,IL,Macoupin County,39.28,-89.88
62627,IL,Cass County,40.04,-90.15
62627,IL,Cass County,40.04,-90.15
62628,IL,Morgan County,39.76,-90.4
62630,IL,Macoupin County,39.25,-90.06
62631,IL,Morgan County,39.81,-90.37
62638,IL,Morgan County,39.62,-90.04
62639,IL,Schuyler County,40.06,-90.43
62640,IL,Macoupin County,39.44,-89.78
62649,IL,Macoupin County,39.35,-90.03
62650,IL,Morgan County,39.72,-90.23
62651,IL,Morgan County,39.72,-90.23
62660,IL,Morgan County,39.85,-90.2
62663,IL,Scott County,39.54,-90.33
62665,IL,Morgan County,39.83,-90.55
62667,IL,Macoupin County,39.47,-89.98
62668,IL,Morgan County,39.58,-90.25
62672,IL,Macoupin County,39.39,-89.8
62674,IL,Macoupin County,39.43,-89.99
62681,IL,Schuyler County,40.11,-90.56
62683,IL,Macoupin County,39.47,-90.1
62685,IL,Macoupin County,39.12,-90.04
62690,IL,Macoupin County,39.5,-89.76
62691,IL,Cass County,39.95,-90.21
62691,IL,Cass County,39.95,-90.21
62692,IL,Morgan County,39.59,-89.95
62694,IL,Scott County,39.62,-90.45
62695,IL,Morgan County,39.62,-90.22
62801,IL,Marion County,38.52,-89.12
62803,IL,Washington County,38.44,-89.27
62803,IL,Washington County,38.44,-89.27
62805,IL,Franklin County,37.98,-88.75
62805,IL,Franklin County,37.98,-88.75
62805,IL,Franklin County,37.98,-88.75
62807,IL,Marion County,38.72,-88.91
62808,IL,Washington County,38.32,-89.18
62808,IL,Washington County,38.32,-89.18
62809,IL,Wayne County,38.27,-88.38
62810,IL,Jefferson County,38.23,-88.73
62810,IL,Jefferson County,38.23,-88.73
62812,IL,Franklin County,38,-88.91
62812,IL,Franklin County,38,-88.91
62812,IL,Franklin County,38,-88.91
62814,IL,Jefferson County,38.32,-88.73
62814,IL,Jefferson County,38.32,-88.73
62816,IL,Jefferson County,38.2,-88.9
62816,IL,Jefferson County,38.2,-88.9
62819,IL,Franklin County,37.98,-89.01
62819,IL,Franklin County,37.98,-89.01
62819,IL,Franklin County,37.98,-89.01
62822,IL,Franklin County,37.97,-89.05
62822,IL,Franklin County,37.97,-89.05
62822,IL,Franklin County,37.97,-89.05
62823,IL,Wayne County,38.51,-88.43
62824,IL,Clay County,38.68,-88.35
62824,IL,Clay County,38.68,-88.35
62825,IL,Franklin County,38.04,-89.09
62825,IL,Franklin County,38.04,-89.09
62825,IL,Franklin County,38.04,-89.09
62830,IL,Jefferson County,38.44,-88.94
62830,IL,Jefferson County,38.44,-88.94
62831,IL,Washington County,38.22,-89.21
62831,IL,Washington County,38.22,-89.21
62832,IL,Perry County,38,-89.23
62833,IL,Wayne County,38.36,-88.13
62836,IL,Franklin County,38.08,-88.85
62836,IL,Franklin County,38.08,-88.85
62836,IL,Franklin County,38.08,-88.85
62837,IL,Wayne County,38.38,-88.36
62839,IL,Clay County,38.67,-88.47
62839,IL,Clay County,38.67,-88.47
62840,IL,Franklin County,37.9,-88.84
62840,IL,Franklin County,37.9,-88.84
62840,IL,Franklin County,37.9,-88.84
62841,IL,,37.85,-88.99
62842,IL,Wayne County,38.44,-88.42
62843,IL,Wayne County,38.35,-88.2
62846,IL,Jefferson County,38.15,-88.9
62846,IL,Jefferson County,38.15,-88.9
62848,IL,Washington County,38.43,-89.16
62848,IL,Washington County,38.43,-89.16
62849,IL,Marion County,38.61,-88.78
62850,IL,Wayne County,38.52,-88.53
62851,IL,Wayne County,38.33,-88.64
62853,IL,Marion County,38.49,-88.9
62854,IL,Marion County,38.77,-88.84
62856,IL,Franklin County,37.93,-88.84
62856,IL,Franklin County,37.93,-88.84
62856,IL,Franklin County,37.93,-88.84
62858,IL,Clay County,38.76,-88.5
62858,IL,Clay County,38.76,-88.5
62864,IL,Jefferson County,38.31,-88.91
62864,IL,Jefferson County,38.31,-88.91
62865,IL,Franklin County,37.96,-89.13
62865,IL,Franklin County,37.96,-89.13
62865,IL,Franklin County,37.96,-89.13
62866,IL,Jefferson County,38.17,-88.96
62866,IL,Jefferson County,38.17,-88.96
62870,IL,Marion County,38.61,-89.05
62872,IL,Jefferson County,38.27,-88.75
62872,IL,Jefferson County,38.27,-88.75
62874,IL,Franklin County,37.91,-88.97
62874,IL,Franklin County,37.91,-88.97
62874,IL,Franklin County,37.91,-88.97
62875,IL,Marion County,38.75,-89.09
62876,IL,Washington County,38.28,-89.19
62876,IL,Washington County,38.28,-89.19
62877,IL,Washington County,38.37,-89.18
62877,IL,Washington County,38.37,-89.18
62878,IL,Wayne County,38.58,-88.47
62879,IL,Clay County,38.76,-88.35
62879,IL,Clay County,38.76,-88.35
62881,IL,Marion County,38.62,-88.95
62882,IL,Marion County,38.61,-89.11
62883,IL,Jefferson County,38.16,-89.09
62883,IL,Jefferson County,38.16,-89.09
62884,IL,Franklin County,38.09,-89.05
62884,IL,Franklin County,38.09,-89.05
62884,IL,Franklin County,38.09,-89.05
62886,IL,Wayne County,38.36,-88.53
62888,IL,Perry County,38.13,-89.22
62889,IL,Jefferson County,38.43,-88.86
62889,IL,Jefferson County,38.43,-88.86
62890,IL,Franklin County,37.91,-88.76
62890,IL,Franklin County,37.91,-88.76
62890,IL,Franklin County,37.91,-88.76
62891,IL,Franklin County,38.01,-89.04
62891,IL,Franklin County,38.01,-89.04
62891,IL,Franklin County,38.01,-89.04
62892,IL,Marion County,38.8,-89.08
62893,IL,Marion County,38.47,-89.04
62894,IL,Jefferson County,38.21,-89.03
62894,IL,Jefferson County,38.21,-89.03
62895,IL,Wayne County,38.34,-88.58
62896,IL,Franklin County,37.9,-88.92
62896,IL,Franklin County,37.9,-88.92
62896,IL,Franklin County,37.9,-88.92
62897,IL,Franklin County,38.1,-88.87
62897,IL,Franklin County,38.1,-88.87
62897,IL,Franklin County,38.1,-88.87
62898,IL,Jefferson County,38.33,-89.03
62898,IL,Jefferson County,38.33,-89.03
62899,IL,Clay County,38.63,-88.63
62899,IL,Clay County,38.63,-88.63
62901,IL,Jackson County,37.72,-89.21
62901,IL,Jackson County,37.72,-89.21
62903,IL,Jackson County,37.72,-89.21
62903,IL,Jackson County,37.72,-89.21
62907,IL,Jackson County,37.88,-89.49
62907,IL,Jackson County,37.88,-89.49
62909,IL,Johnson County,37.36,-89
62909,IL,Johnson County,37.36,-89
62912,IL,Johnson County,37.47,-88.97
62912,IL,Johnson County,37.47,-88.97
62916,IL,Jackson County,37.93,-89.55
62916,IL,Jackson County,37.93,-89.55
62917,IL,Saline County,37.65,-88.61
62923,IL,Johnson County,37.36,-89.01
62923,IL,Johnson County,37.36,-89.01
62924,IL,Jackson County,37.81,-89.22
62924,IL,Jackson County,37.81,-89.22
62927,IL,Jackson County,37.93,-89.23
62927,IL,Jackson County,37.93,-89.23
62930,IL,Saline County,37.81,-88.44
