zip,state,county,lat,lng
65243,MO,Randolph County,39.28,-92.34
65244,MO,Randolph County,39.43,-92.66
65246,MO,Chariton County,39.39,-92.99
65247,MO,Macon County,39.63,-92.48
65248,MO,Howard County,39.14,-92.68
65250,MO,Howard County,39.01,-92.75
65251,MO,Callaway County,38.85,-91.95
65254,MO,Howard County,39.22,-92.83
65255,MO,Boone County,39.11,-92.21
65256,MO,Boone County,39.14,-92.45
65257,MO,Randolph County,39.3,-92.51
65258,MO,Monroe County,39.49,-92.13
65258,MO,Monroe County,39.49,-92.13
65259,MO,Randolph County,39.43,-92.54
65260,MO,Randolph County,39.58,-92.47
65261,MO,Chariton County,39.43,-92.93
65262,MO,Callaway County,38.94,-91.93
65263,MO,Monroe County,39.47,-92.21
65263,MO,Monroe County,39.47,-92.21
65264,MO,Audrain County,39.1,-91.64
65265,MO,Audrain County,39.16,-91.87
65270,MO,Randolph County,39.41,-92.43
65274,MO,Howard County,39.01,-92.74
65275,MO,Monroe County,39.47,-92
65275,MO,Monroe County,39.47,-92
65276,MO,Cooper County,38.87,-92.91
65278,MO,Randolph County,39.34,-92.41
65279,MO,Boone County,38.97,-92.56
65280,MO,Audrain County,39.2,-91.72
65281,MO,Chariton County,39.42,-92.8
65282,MO,Monroe County,39.36,-91.83
65282,MO,Monroe County,39.36,-91.83
65283,MO,Monroe County,39.55,-91.85
65283,MO,Monroe County,39.55,-91.85
65284,MO,Boone County,39.23,-92.28
65285,MO,Audrain County,39.18,-91.98
65286,MO,Chariton County,39.49,-93.19
65287,MO,Cooper County,38.9,-92.52
65299,MO,Boone County,38.9,-92.24
65301,MO,Pettis County,38.7,-93.23
65302,MO,Pettis County,38.7,-93.23
65305,MO,Johnson County,38.73,-93.55
65305,MO,Johnson County,38.73,-93.55
65320,MO,Saline County,39.07,-92.94
65321,MO,Saline County,39.1,-93.48
65322,MO,Cooper County,38.97,-92.99
65323,MO,Henry County,38.46,-93.62
65324,MO,Camden County,38.1,-93.05
65325,MO,Benton County,38.45,-93.2
65326,MO,Benton County,38.13,-93.16
65327,MO,Lafayette County,38.97,-93.49
65327,MO,Lafayette County,38.97,-93.49
65329,MO,Morgan County,38.58,-92.97
65330,MO,Saline County,39.23,-93
65332,MO,Pettis County,38.62,-93.4
65333,MO,Pettis County,38.89,-93.35
65334,MO,Pettis County,38.83,-93.29
65335,MO,Benton County,38.5,-93.32
65336,MO,Johnson County,38.76,-93.56
65336,MO,Johnson County,38.76,-93.56
65337,MO,Pettis County,38.77,-93.42
65338,MO,Benton County,38.39,-93.33
65339,MO,Saline County,39.19,-93.36
65340,MO,Saline County,39.11,-93.2
65344,MO,Saline County,39.32,-93.22
65345,MO,Benton County,38.53,-93.14
65347,MO,Saline County,38.99,-93.03
65348,MO,Cooper County,38.7,-93
65349,MO,Saline County,39.22,-93.06
65350,MO,Pettis County,38.68,-93.09
65351,MO,Saline County,38.96,-93.41
65354,MO,Morgan County,38.66,-92.87
65355,MO,Benton County,38.24,-93.37
65360,MO,Henry County,38.53,-93.52
65401,MO,Phelps County,37.94,-91.76
65402,MO,Phelps County,37.94,-91.76
65409,MO,Phelps County,37.94,-91.76
65436,MO,Phelps County,37.62,-91.91
65438,MO,Shannon County,36.99,-91.49
65439,MO,Iron County,37.66,-91.08
65440,MO,Dent County,37.64,-91.18
65441,MO,Crawford County,38.15,-91.24
65443,MO,Maries County,38.12,-92.07
65444,MO,Texas County,37.34,-92.01
65446,MO,Crawford County,37.85,-91.28
65449,MO,Crawford County,37.81,-91.43
65452,MO,Pulaski County,37.94,-92.26
65453,MO,Crawford County,38.06,-91.39
65456,MO,Crawford County,37.8,-91.18
65457,MO,Pulaski County,37.82,-92.06
65459,MO,Pulaski County,37.99,-92.09
65461,MO,Phelps County,37.65,-91.98
65462,MO,Phelps County,37.7,-91.86
65463,MO,Laclede County,37.82,-92.74
65464,MO,Texas County,37.18,-91.99
65466,MO,Shannon County,37.14,-91.35
65468,MO,Texas County,37.24,-91.77
65470,MO,Laclede County,37.6,-92.37
65473,MO,Pulaski County,37.7,-92.15
65479,MO,Texas County,37.26,-91.67
65483,MO,Texas County,37.32,-91.95
65484,MO,Texas County,37.31,-92.19
65486,MO,Miller County,38.08,-92.29
65501,MO,Dent County,37.48,-91.57
65529,MO,Phelps County,37.92,-91.97
65532,MO,Dent County,37.78,-91.67
65534,MO,Pulaski County,37.77,-92.3
65535,MO,Crawford County,38.09,-91.29
65536,MO,Laclede County,37.67,-92.66
65541,MO,Dent County,37.65,-91.76
65542,MO,Texas County,37.49,-91.86
65543,MO,Laclede County,37.49,-92.29
65546,MO,Shannon County,36.98,-91.57
65548,MO,Howell County,36.99,-91.69
65550,MO,Phelps County,37.91,-91.9
65552,MO,Texas County,37.5,-92.22
65555,MO,Texas County,37.33,-91.83
65556,MO,Pulaski County,37.86,-92.39
65557,MO,Texas County,37.51,-92.13
65559,MO,Phelps County,38,-91.61
65560,MO,Dent County,37.63,-91.53
65564,MO,Texas County,37.23,-91.95
65565,MO,Crawford County,37.96,-91.35
65566,MO,Iron County,37.71,-91.12
65567,MO,Camden County,37.81,-92.51
65570,MO,Texas County,37.44,-92.08
65571,MO,Texas County,37.17,-91.65
65580,MO,Maries County,38.11,-91.76
65582,MO,Maries County,38.18,-91.94
65583,MO,Pulaski County,37.82,-92.21
65584,MO,Pulaski County,37.83,-92.12
65586,MO,Crawford County,37.85,-91.35
65588,MO,Shannon County,37,-91.33
65589,MO,Texas County,37.27,-91.84
65590,MO,Dallas County,37.61,-92.9
65591,MO,Camden County,37.96,-92.59
65601,MO,Polk County,37.54,-93.55
65603,MO,Dade County,37.54,-93.87
65604,MO,Greene County,37.31,-93.58
65605,MO,Lawrence County,36.96,-93.72
65606,MO,Oregon County,36.69,-91.39
65607,MO,Cedar County,37.79,-93.8
65608,MO,Douglas County,36.95,-92.66
65609,MO,Ozark County,36.52,-92.14
65610,MO,Christian County,37.06,-93.55
65611,MO,Stone County,36.49,-93.39
65612,MO,Greene County,37.21,-93.55
65613,MO,Polk County,37.6,-93.41
65614,MO,Taney County,36.78,-92.9
65615,MO,Taney County,36.64,-93.24
65616,MO,Taney County,36.64,-93.24
65617,MO,Polk County,37.45,-93.34
65618,MO,Ozark County,36.75,-92.4
65619,MO,Greene County,37.12,-93.39
65620,MO,Christian County,37.01,-92.98
65622,MO,Dallas County,37.64,-93.09
65623,MO,Barry County,36.74,-93.9
65624,MO,Stone County,36.72,-93.51
65625,MO,Barry County,36.67,-93.86
65626,MO,Howell County,36.61,-92.1
65627,MO,Taney County,36.56,-92.99
65629,MO,Christian County,36.92,-93.05
65630,MO,Christian County,36.83,-93.25
65631,MO,Christian County,37.02,-93.47
65632,MO,Laclede County,37.5,-92.82
65633,MO,Stone County,36.9,-93.57
65634,MO,Hickory County,38.02,-93.22
65635,MO,Dade County,37.47,-93.67
65636,MO,Webster County,37.17,-92.85
65637,MO,Ozark County,36.77,-92.21
65638,MO,Douglas County,36.92,-92.32
65640,MO,Polk County,37.7,-93.57
65641,MO,Barry County,36.54,-93.75
65644,MO,Webster County,37.44,-93.03
65645,MO,Polk County,37.48,-93.53
65646,MO,Dade County,37.34,-93.7
65647,MO,Barry County,36.67,-93.93
65648,MO,Greene County,37.38,-93.15
65649,MO,Cedar County,37.63,-93.57
65650,MO,Polk County,37.8,-93.49
65652,MO,Webster County,37.15,-92.94
65653,MO,Taney County,36.68,-93.1
65654,MO,Lawrence County,37.02,-93.89
65655,MO,Ozark County,36.6,-92.42
65656,MO,Stone County,36.8,-93.47
65657,MO,Christian County,36.83,-93.01
65658,MO,Barry County,36.52,-93.65
65660,MO,Wright County,37.31,-92.28
65661,MO,Dade County,37.41,-93.84
65662,MO,Wright County,37.39,-92.6
65663,MO,Polk County,37.61,-93.24
65664,MO,Lawrence County,37.19,-93.62
65666,MO,Ozark County,36.58,-92.37
65667,MO,Wright County,37.25,-92.51
65668,MO,Hickory County,37.94,-93.32
65669,MO,Christian County,36.93,-93.28
65672,MO,Taney County,36.61,-93.22
65673,MO,Taney County,36.61,-93.22
65674,MO,Polk County,37.79,-93.57
65675,MO,Stone County,36.93,-93.49
65676,MO,Ozark County,36.58,-92.61
65679,MO,Taney County,36.62,-93.16
65680,MO,Taney County,36.68,-93.04
65681,MO,Stone County,36.56,-93.43
65682,MO,Dade County,37.38,-93.95
65685,MO,Dallas County,37.75,-93.13
65686,MO,Stone County,36.64,-93.42
65688,MO,Howell County,36.65,-91.69
65689,MO,Texas County,37.12,-92.1
65690,MO,Oregon County,36.6,-91.38
65692,MO,Oregon County,36.59,-91.64
65701,MO,Taney County,36.76,-92.81
65702,MO,Wright County,37.1,-92.48
65704,MO,Wright County,37.1,-92.58
65705,MO,Lawrence County,37,-93.63
65706,MO,Webster County,37.33,-92.91
65707,MO,Lawrence County,37.21,-93.84
65708,MO,Barry County,36.92,-93.92
65710,MO,Polk County,37.48,-93.42
65711,MO,Wright County,37.13,-92.26
65712,MO,Lawrence County,37.1,-93.81
65713,MO,Webster County,37.38,-92.82
65714,MO,Christian County,37.04,-93.29
65715,MO,Ozark County,36.74,-92.56
65717,MO,Wright County,37.1,-92.41
65720,MO,Christian County,36.97,-93.03
65721,MO,Christian County,37.01,-93.2
65722,MO,Laclede County,37.55,-92.78
65723,MO,Lawrence County,36.94,-94
65724,MO,Hickory County,37.83,-93.3
65725,MO,Polk County,37.46,-93.27
65726,MO,Taney County,36.58,-93.23
65727,MO,Polk County,37.72,-93.29
65728,MO,Stone County,36.87,-93.35
65729,MO,Ozark County,36.51,-92.6
65730,MO,McDonald County,36.62,-94.18
65731,MO,Taney County,36.65,-93.12
65732,MO,Hickory County,37.94,-93.21
65733,MO,Taney County,36.52,-92.85
65734,MO,Barry County,36.81,-93.92
65735,MO,Hickory County,38,-93.47
65737,MO,Stone County,36.75,-93.38
65738,MO,Greene County,37.11,-93.47
65739,MO,Taney County,36.5,-93.22
65740,MO,Taney County,36.7,-93.15
65741,MO,Ozark County,36.78,-92.4
65742,MO,Greene County,37.11,-93.05
65744,MO,Taney County,36.6,-92.86
65745,MO,Barry County,36.52,-93.93
65746,MO,Webster County,37.14,-92.76
65747,MO,Barry County,36.63,-93.63
65752,MO,Dade County,37.37,-93.84
65753,MO,Christian County,37,-93.08
65754,MO,Christian County,36.86,-93.29
65755,MO,Douglas County,36.85,-92.62
65756,MO,Lawrence County,37.1,-93.94
65757,MO,Greene County,37.26,-93.11
65759,MO,Taney County,36.73,-93.03
65760,MO,Ozark County,36.58,-92.28
65761,MO,Ozark County,36.57,-92.66
65762,MO,Ozark County,36.7,-92.65
65764,MO,Dallas County,37.84,-93.02
65765,MO,Greene County,37.18,-93.15
65766,MO,Ozark County,36.54,-92.25
65767,MO,Dallas County,37.84,-93.16
65768,MO,Douglas County,36.96,-92.3
65769,MO,Lawrence County,36.96,-93.79
65770,MO,Greene County,37.41,-93.54
65771,MO,Taney County,36.73,-93.19
65772,MO,Barry County,36.58,-93.96
65773,MO,Ozark County,36.79,-92.57
65774,MO,Hickory County,37.89,-93.54
65775,MO,Howell County,36.74,-91.86
65776,MO,Howell County,36.62,-91.96
65777,MO,Howell County,36.52,-91.98
65778,MO,Oregon County,36.5,-91.26
65779,MO,Hickory County,37.94,-93.4
65781,MO,Greene County,37.29,-93.41
65783,MO,Dallas County,37.7,-92.92
65784,MO,Ozark County,36.68,-92.33
65785,MO,Cedar County,37.69,-93.79
65786,MO,Camden County,37.96,-92.97
65787,MO,Camden County,37.99,-92.83
65788,MO,Howell County,36.87,-91.73
65789,MO,Howell County,36.86,-91.91
65790,MO,Howell County,36.69,-92.03
65791,MO,Oregon County,36.52,-91.54
65793,MO,Howell County,36.99,-91.96
65801,MO,Greene County,37.19,-93.28
65802,MO,Greene County,37.19,-93.28
65803,MO,Greene County,37.19,-93.28
65804,MO,Greene County,37.19,-93.28
65805,MO,Greene County,37.19,-93.28
65806,MO,Greene County,37.19,-93.28
65807,MO,Greene County,37.19,-93.28
65808,MO,Greene County,37.19,-93.28
65809,MO,Greene County,37.19,-93.28
65810,MO,Greene County,37.19,-93.28
65814,MO,Greene County,37.19,-93.28
65817,MO,Greene County,37.19,-93.28
65890,MO,Greene County,37.19,-93.28
65897,MO,Greene County,37.19,-93.27
65898,MO,Greene County,37.19,-93.28
65899,MO,Greene County,37.19,-93.28
66002,KS,Atchison County,39.56,-95.13
66006,KS,Douglas County,38.77,-95.18
66007,KS,Leavenworth County,39.12,-94.92
66010,KS,Linn County,38.08,-95
66010,KS,Linn County,38.08,-95
66012,KS,Wyandotte County,39.05,-94.88
66013,KS,Johnson County,38.71,-94.71
66013,KS,Johnson County,38.71,-94.71
66014,KS,Linn County,38.21,-95.01
66014,KS,Linn County,38.21,-95.01
66016,KS,Atchison County,39.46,-95.25
66018,KS,Johnson County,38.97,-94.95
66018,KS,Johnson County,38.97,-94.95
66019,KS,Johnson County,38.94,-94.95
66019,KS,Johnson County,38.94,-94.95
66020,KS,Leavenworth County,39.34,-95.11
66021,KS,Johnson County,38.76,-95.01
66021,KS,Johnson County,38.76,-95.01
66023,KS,Atchison County,39.52,-95.39
66025,KS,Douglas County,38.93,-95.09
66026,KS,Miami County,38.42,-94.83
66027,KS,Leavenworth County,39.36,-94.91
66030,KS,Johnson County,38.81,-94.92
66030,KS,Johnson County,38.81,-94.92
66031,KS,Johnson County,38.84,-94.93
66031,KS,Johnson County,38.84,-94.93
66036,KS,Miami County,38.66,-94.85
66040,KS,Linn County,38.34,-94.76
66040,KS,Linn County,38.34,-94.76
66041,KS,Atchison County,39.57,-95.3
66042,KS,Franklin County,38.44,-95.08
66042,KS,Franklin County,38.44,-95.08
66042,KS,Franklin County,38.44,-95.08
66043,KS,Leavenworth County,39.24,-94.88
66044,KS,Douglas County,38.96,-95.25
66045,KS,Douglas County,38.96,-95.25
66046,KS,Douglas County,38.96,-95.25
66047,KS,Douglas County,38.96,-95.25
66048,KS,Leavenworth County,39.32,-94.92
66049,KS,Douglas County,38.96,-95.25
66050,KS,Douglas County,39.04,-95.39
66051,KS,Johnson County,38.88,-94.81
66051,KS,Johnson County,38.88,-94.81
66052,KS,Leavenworth County,39,-95.03
66053,KS,Miami County,38.62,-94.68
66054,KS,Jefferson County,39.2,-95.22
66054,KS,Jefferson County,39.2,-95.22
66056,KS,Linn County,38.14,-94.82
66056,KS,Linn County,38.14,-94.82
66058,KS,Atchison County,39.55,-95.52
66060,KS,Jefferson County,39.41,-95.33
66060,KS,Jefferson County,39.41,-95.33
66061,KS,Johnson County,38.88,-94.81
66061,KS,Johnson County,38.88,-94.81
66062,KS,Johnson County,38.88,-94.81
66062,KS,Johnson County,38.88,-94.81
66063,KS,Johnson County,38.88,-94.81
66063,KS,Johnson County,38.88,-94.81
66064,KS,Miami County,38.5,-94.95
66066,KS,Jefferson County,39.21,-95.31
66066,KS,Jefferson County,39.21,-95.31
66067,KS,Franklin County,38.6,-95.26
66067,KS,Franklin County,38.6,-95.26
66067,KS,Franklin County,38.6,-95.26
66070,KS,Jefferson County,39.23,-95.46
66070,KS,Jefferson County,39.23,-95.46
66071,KS,Miami County,38.57,-94.86
66072,KS,Linn County,38.32,-94.99
66072,KS,Linn County,38.32,-94.99
66073,KS,Jefferson County,39.07,-95.38
66073,KS,Jefferson County,39.07,-95.38
66075,KS,Linn County,38.17,-94.71
66075,KS,Linn County,38.17,-94.71
66076,KS,Franklin County,38.61,-95.45
66076,KS,Franklin County,38.61,-95.45
66076,KS,Franklin County,38.61,-95.45
66077,KS,Atchison County,39.42,-95.12
66078,KS,Franklin County,38.48,-95.27
66078,KS,Franklin County,38.48,-95.27
66078,KS,Franklin County,38.48,-95.27
66079,KS,Franklin County,38.54,-95.1
66079,KS,Franklin County,38.54,-95.1
66079,KS,Franklin County,38.54,-95.1
66080,KS,Franklin County,38.4,-95.25
66080,KS,Franklin County,38.4,-95.25
66080,KS,Franklin County,38.4,-95.25
66083,KS,Johnson County,38.75,-94.82
66083,KS,Johnson County,38.75,-94.82
66085,KS,Johnson County,38.78,-94.68
66085,KS,Johnson County,38.78,-94.68
66086,KS,Leavenworth County,39.11,-95.08
66088,KS,Jefferson County,39.34,-95.46
66088,KS,Jefferson County,39.34,-95.46
66092,KS,Franklin County,38.71,-95.08
66092,KS,Franklin County,38.71,-95.08
66092,KS,Franklin County,38.71,-95.08
66095,KS,Franklin County,38.48,-95.46
66095,KS,Franklin County,38.48,-95.46
66095,KS,Franklin County,38.48,-95.46
66097,KS,Jefferson County,39.32,-95.26
66097,KS,Jefferson County,39.32,-95.26
66101,KS,Wyandotte County,39.1,-94.62
66102,KS,Wyandotte County,39.1,-94.62
66103,KS,Wyandotte County,39.1,-94.62
66104,KS,Wyandotte County,39.1,-94.62
66105,KS,Wyandotte County,39.1,-94.62
66106,KS,Wyandotte County,39.1,-94.62
66109,KS,Wyandotte County,39.1,-94.62
66110,KS,Wyandotte County,39.1,-94.62
66111,KS,Wyandotte County,39.1,-94.62
66112,KS,Wyandotte County,39.1,-94.62
66113,KS,Wyandotte County,39.07,-94.81
66115,KS,Wyandotte County,39.1,-94.62
66117,KS,Wyandotte County,39.1,-94.62
66118,KS,Wyandotte County,39.1,-94.62
66119,KS,Wyandotte County,39.1,-94.62
66160,KS,Wyandotte County,39.1,-94.62
66201,KS,Johnson County,38.9,-94.68
66201,KS,Johnson County,38.9,-94.68
66202,KS,Johnson County,38.9,-94.68
66202,KS,Johnson County,38.9,-94.68
66203,KS,Johnson County,38.9,-94.68
66203,KS,Johnson County,38.9,-94.68
66204,KS,Johnson County,38.9,-94.68
66204,KS,Johnson County,38.9,-94.68
66205,KS,Johnson County,38.9,-94.68
66205,KS,Johnson County,38.9,-94.68
66206,KS,Johnson County,38.9,-94.68
66206,KS,Johnson County,38.9,-94.68
66207,KS,Johnson County,38.9,-94.68
66207,KS,Johnson County,38.9,-94.68
66208,KS,Johnson County,38.9,-94.68
66208,KS,Johnson County,38.9,-94.68
66209,KS,Johnson County,38.9,-94.68
66209,KS,Johnson County,38.9,-94.68
66210,KS,Johnson County,38.9,-94.68
66210,KS,Johnson County,38.9,-94.68
66211,KS,Johnson County,38.9,-94.68
66211,KS,Johnson County,38.9,-94.68
66212,KS,Johnson County,38.9,-94.68
66212,KS,Johnson County,38.9,-94.68
66213,KS,Johnson County,38.9,-94.68
66213,KS,Johnson County,38.9,-94.68
66214,KS,Johnson County,38.9,-94.68
66214,KS,Johnson County,38.9,-94.68
66215,KS,Johnson County,38.9,-94.68
66215,KS,Johnson County,38.9,-94.68
66216,KS,Johnson County,38.9,-94.68
66216,KS,Johnson County,38.9,-94.68
66217,KS,Johnson County,38.9,-94.68
66217,KS,Johnson County,38.9,-94.68
66218,KS,Johnson County,38.9,-94.68
66218,KS,Johnson County,38.9,-94.68
66219,KS,Johnson County,38.9,-94.68
66219,KS,Johnson County,38.9,-94.68
66220,KS,Johnson County,38.9,-94.68
66220,KS,Johnson County,38.9,-94.68
66221,KS,Johnson County,38.9,-94.68
66221,KS,Johnson County,38.9,-94.68
66222,KS,Johnson County,38.9,-94.68
66222,KS,Johnson County,38.9,-94.68
66223,KS,Johnson County,38.9,-94.68
66223,KS,Johnson County,38.9,-94.68
66224,KS,Johnson County,38.9,-94.68
66224,KS,Johnson County,38.9,-94.68
66225,KS,Johnson County,38.9,-94.68
66225,KS,Johnson County,38.9,-94.68
66226,KS,Johnson County,38.9,-94.68
66226,KS,Johnson County,38.9,-94.68
66227,KS,Johnson County,38.9,-94.68
66227,KS,Johnson County,38.9,-94.68
66250,KS,Johnson County,38.9,-94.68
66250,KS,Johnson County,38.9,-94.68
66251,KS,Johnson County,38.9,-94.68
66251,KS,Johnson County,38.9,-94.68
66276,KS,Johnson County,38.9,-94.68
66276,KS,Johnson County,38.9,-94.68
66279,KS,Johnson County,39.01,-94.66
66279,KS,Johnson County,39.01,-94.66
66282,KS,Johnson County,38.9,-94.68
66282,KS,Johnson County,38.9,-94.68
66283,KS,Johnson County,38.9,-94.68
66283,KS,Johnson County,38.9,-94.68
66285,KS,Johnson County,38.9,-94.68
66285,KS,Johnson County,38.9,-94.68
66286,KS,Johnson County,38.9,-94.68
66286,KS,Johnson County,38.9,-94.68
66413,KS,Osage County,38.75,-95.83
66414,KS,Osage County,38.82,-95.69
66416,KS,Jackson County,39.5,-95.85
66416,KS,Jackson County,39.5,-95.85
66418,KS,Jackson County,39.23,-95.96
66418,KS,Jackson County,39.23,-95.96
66419,KS,Jackson County,39.39,-95.62
66419,KS,Jackson County,39.39,-95.62
66429,KS,Jefferson County,39.08,-95.56
66429,KS,Jefferson County,39.08,-95.56
66436,KS,Jackson County,39.47,-95.73
66436,KS,Jackson County,39.47,-95.73
66440,KS,Jackson County,39.24,-95.7
66440,KS,Jackson County,39.24,-95.7
66451,KS,Osage County,38.61,-95.68
66509,KS,Jackson County,39.33,-95.72
66509,KS,Jackson County,39.33,-95.72
66510,KS,Osage County,38.5,-95.63
66512,KS,Jefferson County,39.19,-95.56
66512,KS,Jefferson County,39.19,-95.56
66516,KS,Jackson County,39.6,-95.71
66516,KS,Jackson County,39.6,-95.71
66523,KS,Osage County,38.63,-95.82
66524,KS,Osage County,38.78,-95.55
66528,KS,Osage County,38.58,-95.52
66537,KS,Osage County,38.77,-95.74
66540,KS,Jackson County,39.53,-95.96
66540,KS,Jackson County,39.53,-95.96
66543,KS,Osage County,38.67,-95.56
66552,KS,Jackson County,39.58,-95.61
66552,KS,Jackson County,39.58,-95.61
66711,KS,Crawford County,37.64,-94.62
66712,KS,Crawford County,37.54,-94.7
66724,KS,Crawford County,37.34,-94.82
66734,KS,Crawford County,37.61,-94.82
66735,KS,Crawford County,37.52,-94.7
66743,KS,Crawford County,37.51,-94.84
66746,KS,Crawford County,37.66,-94.96
66756,KS,Crawford County,37.55,-94.62
66760,KS,Crawford County,37.34,-94.62
66762,KS,Crawford County,37.41,-94.69
66763,KS,Crawford County,37.45,-94.69
66767,KS,Linn County,38.06,-94.69
66767,KS,Linn County,38.06,-94.69
66780,KS,Crawford County,37.6,-95.07
66840,KS,Marion County,38.08,-96.88
66842,KS,Butler County,38.03,-96.63
66851,KS,Marion County,38.24,-96.92
66858,KS,Marion County,38.49,-96.96
66859,KS,Marion County,38.56,-96.96
66861,KS,Marion County,38.34,-97.01
66866,KS,Marion County,38.16,-97.1
66933,KS,Washington County,39.71,-96.87
66933,KS,Washington County,39.71,-96.87
66937,KS,Washington County,39.56,-97.27
66937,KS,Washington County,39.56,-97.27
66943,KS,Washington County,39.72,-96.97
66943,KS,Washington County,39.72,-96.97
66944,KS,Washington County,39.85,-97.3
66944,KS,Washington County,39.85,-97.3
66945,KS,Washington County,39.89,-96.87
66945,KS,Washington County,39.89,-96.87
66946,KS,Washington County,39.98,-96.99
66946,KS,Washington County,39.98,-96.99
66953,KS,Washington County,39.67,-97.08
66953,KS,Washington County,39.67,-97.08
66955,KS,Washington County,39.98,-97.35
66955,KS,Washington County,39.98,-97.35
66958,KS,Washington County,39.84,-97.17
66958,KS,Washington County,39.84,-97.17
66962,KS,Washington County,39.63,-97.13
66962,KS,Washington County,39.63,-97.13
66968,KS,Washington County,39.81,-97.05
66968,KS,Washington County,39.81,-97.05
67002,KS,Butler County,37.69,-97.13
67010,KS,Butler County,37.69,-96.97
67012,KS,Butler County,37.65,-96.55
67017,KS,Butler County,37.78,-97.1
67039,KS,Butler County,37.51,-97.01
67041,KS,Butler County,38.05,-97.12
67042,KS,Butler County,37.82,-96.85
67053,KS,Marion County,38.24,-97.34
67063,KS,Marion County,38.35,-97.2
67072,KS,Butler County,37.53,-96.64
67073,KS,Marion County,38.37,-97.3
67074,KS,Butler County,37.68,-96.78
67123,KS,Butler County,37.93,-97.01
67132,KS,Butler County,37.78,-96.6
67133,KS,Butler County,37.56,-97.13
67144,KS,Butler County,37.79,-96.99
67154,KS,Butler County,37.96,-97.14
67301,KS,Montgomery County,37.23,-95.71
67333,KS,Montgomery County,37.01,-95.93
67335,KS,Montgomery County,37.26,-95.55
67337,KS,Montgomery County,37.04,-95.63
67340,KS,Montgomery County,37.05,-95.71
67344,KS,Montgomery County,37.28,-95.91
67347,KS,Montgomery County,37.09,-95.94
67351,KS,Montgomery County,37.15,-95.59
67363,KS,Montgomery County,37.33,-95.72
67364,KS,Montgomery County,37.03,-95.82
67401,KS,Saline County,38.81,-97.61
67402,KS,Saline County,38.81,-97.61
67416,KS,Saline County,38.68,-97.6
67418,KS,Lincoln County,39.18,-98.04
67418,KS,Lincoln County,39.18,-98.04
67423,KS,Lincoln County,39.01,-97.97
67423,KS,Lincoln County,39.01,-97.97
67425,KS,Saline County,38.77,-97.86
67432,KS,Clay County,39.37,-97.12
67432,KS,Clay County,39.37,-97.12
67438,KS,Marion County,38.48,-97.22
67442,KS,Saline County,38.65,-97.81
67447,KS,Clay County,39.43,-97
67447,KS,Clay County,39.43,-97
67448,KS,Saline County,38.7,-97.42
67455,KS,Lincoln County,39.04,-98.14
67455,KS,Lincoln County,39.04,-98.14
67456,KS,Saline County,38.57,-97.67
67458,KS,Clay County,39.17,-97.32
67458,KS,Clay County,39.17,-97.32
67468,KS,Clay County,39.46,-97.2
67468,KS,Clay County,39.46,-97.2
67470,KS,Saline County,38.87,-97.5
67475,KS,Marion County,38.59,-97.06
67481,KS,Lincoln County,39.01,-98.39
67481,KS,Lincoln County,39.01,-98.39
67483,KS,Marion County,38.54,-97.15
67487,KS,Clay County,39.21,-97.01
67487,KS,Clay County,39.21,-97.01
67511,KS,Barton County,38.45,-99.01
67525,KS,Barton County,38.52,-98.53
67526,KS,Barton County,38.35,-98.58
67530,KS,Barton County,38.36,-98.8
67544,KS,Barton County,38.51,-98.77
67564,KS,Barton County,38.51,-98.93
67567,KS,Barton County,38.26,-98.98
67831,KS,Clark County,37.18,-99.76
67840,KS,Clark County,37.03,-99.98
67863,KS,Scott County,38.49,-101.21
67865,KS,Clark County,37.44,-100.01
67871,KS,Scott County,38.47,-100.9
